"Statistic","CensusYear","Sex","Province County or City","UNIT","VALUE"
"2002 Population at Each Census Since 1841","1971","Both sexes","State","Number","2978248"
"2002 Population at Each Census Since 1841","1971","Both sexes","Leinster","Number","1498140"
"2002 Population at Each Census Since 1841","1971","Both sexes","Carlow","Number","34237"
"2002 Population at Each Census Since 1841","1971","Both sexes","Dublin","Number","852219"
"2002 Population at Each Census Since 1841","1971","Both sexes","Kildare","Number","71977"
"2002 Population at Each Census Since 1841","1971","Both sexes","Kilkenny","Number","61473"
"2002 Population at Each Census Since 1841","1971","Both sexes","Laois","Number","45259"
"2002 Population at Each Census Since 1841","1971","Both sexes","Longford","Number","28250"
"2002 Population at Each Census Since 1841","1971","Both sexes","Louth","Number","74951"
"2002 Population at Each Census Since 1841","1971","Both sexes","Meath","Number","71729"
"2002 Population at Each Census Since 1841","1971","Both sexes","Offaly","Number","51829"
"2002 Population at Each Census Since 1841","1971","Both sexes","Westmeath","Number","53570"
"2002 Population at Each Census Since 1841","1971","Both sexes","Wexford","Number","86351"
"2002 Population at Each Census Since 1841","1971","Both sexes","Wicklow","Number","66295"
"2002 Population at Each Census Since 1841","1971","Both sexes","Munster","Number","882002"
"2002 Population at Each Census Since 1841","1971","Both sexes","Clare","Number","75008"
"2002 Population at Each Census Since 1841","1971","Both sexes","Cork","Number","352883"
"2002 Population at Each Census Since 1841","1971","Both sexes","Kerry","Number","112772"
"2002 Population at Each Census Since 1841","1971","Both sexes","Limerick","Number","140459"
"2002 Population at Each Census Since 1841","1971","Both sexes","North Tipperary","Number","54337"
"2002 Population at Each Census Since 1841","1971","Both sexes","South Tipperary","Number","69228"
"2002 Population at Each Census Since 1841","1971","Both sexes","Waterford","Number","77315"
"2002 Population at Each Census Since 1841","1971","Both sexes","Connacht","Number","390902"
"2002 Population at Each Census Since 1841","1971","Both sexes","Galway","Number","149223"
"2002 Population at Each Census Since 1841","1971","Both sexes","Leitrim","Number","28360"
"2002 Population at Each Census Since 1841","1971","Both sexes","Mayo","Number","109525"
"2002 Population at Each Census Since 1841","1971","Both sexes","Roscommon","Number","53519"
"2002 Population at Each Census Since 1841","1971","Both sexes","Sligo","Number","50275"
"2002 Population at Each Census Since 1841","1971","Both sexes","Ulster (part of)","Number","207204"
"2002 Population at Each Census Since 1841","1971","Both sexes","Cavan","Number","52618"
"2002 Population at Each Census Since 1841","1971","Both sexes","Donegal","Number","108344"
"2002 Population at Each Census Since 1841","1971","Both sexes","Monaghan","Number","46242"
"2002 Population at Each Census Since 1841","1971","Male","State","Number","1495760"
"2002 Population at Each Census Since 1841","1971","Male","Leinster","Number","737460"
"2002 Population at Each Census Since 1841","1971","Male","Carlow","Number","17502"
"2002 Population at Each Census Since 1841","1971","Male","Dublin","Number","406008"
"2002 Population at Each Census Since 1841","1971","Male","Kildare","Number","37279"
"2002 Population at Each Census Since 1841","1971","Male","Kilkenny","Number","31828"
"2002 Population at Each Census Since 1841","1971","Male","Laois","Number","23805"
"2002 Population at Each Census Since 1841","1971","Male","Longford","Number","14891"
"2002 Population at Each Census Since 1841","1971","Male","Louth","Number","37511"
"2002 Population at Each Census Since 1841","1971","Male","Meath","Number","36977"
"2002 Population at Each Census Since 1841","1971","Male","Offaly","Number","27029"
"2002 Population at Each Census Since 1841","1971","Male","Westmeath","Number","27544"
"2002 Population at Each Census Since 1841","1971","Male","Wexford","Number","43768"
"2002 Population at Each Census Since 1841","1971","Male","Wicklow","Number","33318"
"2002 Population at Each Census Since 1841","1971","Male","Munster","Number","447271"
"2002 Population at Each Census Since 1841","1971","Male","Clare","Number","39002"
"2002 Population at Each Census Since 1841","1971","Male","Cork","Number","176786"
"2002 Population at Each Census Since 1841","1971","Male","Kerry","Number","58404"
"2002 Population at Each Census Since 1841","1971","Male","Limerick","Number","70786"
"2002 Population at Each Census Since 1841","1971","Male","North Tipperary","Number","28190"
"2002 Population at Each Census Since 1841","1971","Male","South Tipperary","Number","35333"
"2002 Population at Each Census Since 1841","1971","Male","Waterford","Number","38770"
"2002 Population at Each Census Since 1841","1971","Male","Connacht","Number","203694"
"2002 Population at Each Census Since 1841","1971","Male","Galway","Number","77842"
"2002 Population at Each Census Since 1841","1971","Male","Leitrim","Number","15269"
"2002 Population at Each Census Since 1841","1971","Male","Mayo","Number","56402"
"2002 Population at Each Census Since 1841","1971","Male","Roscommon","Number","28294"
"2002 Population at Each Census Since 1841","1971","Male","Sligo","Number","25887"
"2002 Population at Each Census Since 1841","1971","Male","Ulster (part of)","Number","107335"
"2002 Population at Each Census Since 1841","1971","Male","Cavan","Number","27819"
"2002 Population at Each Census Since 1841","1971","Male","Donegal","Number","55424"
"2002 Population at Each Census Since 1841","1971","Male","Monaghan","Number","24092"
"2002 Population at Each Census Since 1841","1971","Female","State","Number","1482488"
"2002 Population at Each Census Since 1841","1971","Female","Leinster","Number","760680"
"2002 Population at Each Census Since 1841","1971","Female","Carlow","Number","16735"
"2002 Population at Each Census Since 1841","1971","Female","Dublin","Number","446211"
"2002 Population at Each Census Since 1841","1971","Female","Kildare","Number","34698"
"2002 Population at Each Census Since 1841","1971","Female","Kilkenny","Number","29645"
"2002 Population at Each Census Since 1841","1971","Female","Laois","Number","21454"
"2002 Population at Each Census Since 1841","1971","Female","Longford","Number","13359"
"2002 Population at Each Census Since 1841","1971","Female","Louth","Number","37440"
"2002 Population at Each Census Since 1841","1971","Female","Meath","Number","34752"
"2002 Population at Each Census Since 1841","1971","Female","Offaly","Number","24800"
"2002 Population at Each Census Since 1841","1971","Female","Westmeath","Number","26026"
"2002 Population at Each Census Since 1841","1971","Female","Wexford","Number","42583"
"2002 Population at Each Census Since 1841","1971","Female","Wicklow","Number","32977"
"2002 Population at Each Census Since 1841","1971","Female","Munster","Number","434731"
"2002 Population at Each Census Since 1841","1971","Female","Clare","Number","36006"
"2002 Population at Each Census Since 1841","1971","Female","Cork","Number","176097"
"2002 Population at Each Census Since 1841","1971","Female","Kerry","Number","54368"
"2002 Population at Each Census Since 1841","1971","Female","Limerick","Number","69673"
"2002 Population at Each Census Since 1841","1971","Female","North Tipperary","Number","26147"
"2002 Population at Each Census Since 1841","1971","Female","South Tipperary","Number","33895"
"2002 Population at Each Census Since 1841","1971","Female","Waterford","Number","38545"
"2002 Population at Each Census Since 1841","1971","Female","Connacht","Number","187208"
"2002 Population at Each Census Since 1841","1971","Female","Galway","Number","71381"
"2002 Population at Each Census Since 1841","1971","Female","Leitrim","Number","13091"
"2002 Population at Each Census Since 1841","1971","Female","Mayo","Number","53123"
"2002 Population at Each Census Since 1841","1971","Female","Roscommon","Number","25225"
"2002 Population at Each Census Since 1841","1971","Female","Sligo","Number","24388"
"2002 Population at Each Census Since 1841","1971","Female","Ulster (part of)","Number","99869"
"2002 Population at Each Census Since 1841","1971","Female","Cavan","Number","24799"
"2002 Population at Each Census Since 1841","1971","Female","Donegal","Number","52920"
"2002 Population at Each Census Since 1841","1971","Female","Monaghan","Number","22150"
"2002 Population at Each Census Since 1841","1979","Both sexes","State","Number","3368217"
"2002 Population at Each Census Since 1841","1979","Both sexes","Leinster","Number","1743861"
"2002 Population at Each Census Since 1841","1979","Both sexes","Carlow","Number","38668"
"2002 Population at Each Census Since 1841","1979","Both sexes","Dublin","Number","983683"
"2002 Population at Each Census Since 1841","1979","Both sexes","Kildare","Number","97185"
"2002 Population at Each Census Since 1841","1979","Both sexes","Kilkenny","Number","69156"
"2002 Population at Each Census Since 1841","1979","Both sexes","Laois","Number","49936"
"2002 Population at Each Census Since 1841","1979","Both sexes","Longford","Number","30785"
"2002 Population at Each Census Since 1841","1979","Both sexes","Louth","Number","86135"
"2002 Population at Each Census Since 1841","1979","Both sexes","Meath","Number","90715"
"2002 Population at Each Census Since 1841","1979","Both sexes","Offaly","Number","57342"
"2002 Population at Each Census Since 1841","1979","Both sexes","Westmeath","Number","59885"
"2002 Population at Each Census Since 1841","1979","Both sexes","Wexford","Number","96421"
"2002 Population at Each Census Since 1841","1979","Both sexes","Wicklow","Number","83950"
"2002 Population at Each Census Since 1841","1979","Both sexes","Munster","Number","979819"
"2002 Population at Each Census Since 1841","1979","Both sexes","Clare","Number","84919"
"2002 Population at Each Census Since 1841","1979","Both sexes","Cork","Number","396118"
"2002 Population at Each Census Since 1841","1979","Both sexes","Kerry","Number","120356"
"2002 Population at Each Census Since 1841","1979","Both sexes","Limerick","Number","157407"
"2002 Population at Each Census Since 1841","1979","Both sexes","North Tipperary","Number","58476"
"2002 Population at Each Census Since 1841","1979","Both sexes","South Tipperary","Number","75265"
"2002 Population at Each Census Since 1841","1979","Both sexes","Waterford","Number","87278"
