"Statistic","HalfYear","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Kilmallock, Limerick","Euro","552.1"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Newcastle West, Limerick","Euro","545.39"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Old Cratloe Road, Limerick","Euro","729.51"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Raheen, Limerick","Euro","774.63"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Longford","Euro","456.28"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Longford Town","Euro","464.24"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ballymahon, Longford","Euro","445.25"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Edgeworthstown, Longford","Euro","444.24"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Newtownforbes, Longford","Euro","432.59"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Louth","Euro","754.43"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ardee, Louth","Euro","668.57"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Drogheda, Louth","Euro","798.39"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Dundalk, Louth","Euro","713.28"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Louth Town","Euro",""
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Mayo","Euro","531.59"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ballina, Mayo","Euro","540.2"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ballinrobe, Mayo","Euro","476.84"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ballyhaunis, Mayo","Euro","456.2"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Belmullet, Mayo","Euro","510.78"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Castlebar, Mayo","Euro","543.88"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Charlestown, Mayo","Euro","420.6"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Claremorris, Mayo","Euro","503.99"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Foxford, Mayo","Euro","511.82"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Swinford, Mayo","Euro","431.15"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Westport, Mayo","Euro","647.74"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Meath","Euro","866.63"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ashbourne, Meath","Euro","1064.32"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Athboy, Meath","Euro","667.39"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Bettystown, Meath","Euro","873.87"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Clonee, Meath","Euro","1061.94"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Drogheda, Meath","Euro","927.56"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Duleek, Meath","Euro","861.24"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Dunboyne, Meath","Euro","1117.44"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Dunshaughlin, Meath","Euro","902.28"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Enfield, Meath","Euro","971.5"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Kells, Meath","Euro","688.04"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Laytown, Meath","Euro","872.16"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Navan, Meath","Euro","809.01"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ratoath, Meath","Euro","1109.29"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Stamullen, Meath","Euro","963.5"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Trim, Meath","Euro","767.77"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Monaghan","Euro","526.06"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ballybay, Monaghan","Euro","427.4"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Carrickmacross, Monaghan","Euro","553.36"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Castleblayney, Monaghan","Euro","525.73"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Monaghan Town","Euro","541.57"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Offaly","Euro","582.8"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Banagher, Offaly","Euro","516.47"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Birr, Offaly","Euro","528.74"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Clara, Offaly","Euro","575.04"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Edenderry, Offaly","Euro","587.2"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Tullamore, Offaly","Euro","602.12"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Roscommon","Euro","479.48"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Roscommon Town","Euro","520.52"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Athlone, Roscommon","Euro","639.96"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ballaghaderreen, Roscommon","Euro","359.45"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Boyle, Roscommon","Euro","440.5"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Castlerea, Roscommon","Euro","404.73"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Strokestown, Roscommon","Euro","402.19"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Sligo","Euro","599.59"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Sligo Town","Euro","613.65"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ballinode, Sligo","Euro","846.93"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ballisodare, Sligo","Euro","539.07"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ballymote, Sligo","Euro","432.6"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ballytivnan, Sligo","Euro",""
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Collooney, Sligo","Euro","569.06"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Lough Gill, Sligo","Euro",""
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Strandhill, Sligo","Euro","767.08"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Tubbercurry, Sligo","Euro","425.11"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Tipperary","Euro","559.03"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Tipperary Town","Euro","492.15"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ballina, Tipperary","Euro","714.29"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Cahir, Tipperary","Euro","505.44"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Carrick-On-Suir, Tipperary","Euro","534.74"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Cashel, Tipperary","Euro","544.69"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Clonmel, Tipperary","Euro","624.35"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Fethard, Tipperary","Euro","575.55"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Nenagh, Tipperary","Euro","543.59"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Roscrea, Tipperary","Euro","541.45"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Templemore, Tipperary","Euro","511.12"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Thurles, Tipperary","Euro","536.34"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Waterford","Euro","595.05"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Waterford City","Euro","603.17"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ballytruckle, Waterford","Euro",""
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Canada Street, Waterford","Euro","606.03"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Castle Place, Waterford","Euro","627.08"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Cork Road, Waterford","Euro","542.41"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Dungarvan, Waterford","Euro","571.8"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Dunmore East, Waterford","Euro","574.93"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Dunmore Road, Waterford","Euro","751.33"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ferrybank, Waterford","Euro","636.15"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Inner Ring Road, Waterford","Euro",""
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Johns Hill, Waterford","Euro","593.85"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Lismore, Waterford","Euro","589.55"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Mary Street, Waterford","Euro","584.1"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Penrose Lane, Waterford","Euro","537.36"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Poleberry, Waterford","Euro",""
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Portlaw, Waterford","Euro","512.55"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Railway Square, Waterford","Euro",""
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Scotch Quay, Waterford","Euro","529.43"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Templars Hall, Waterford","Euro","931.32"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Tramore, Waterford","Euro","587.01"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Westmeath","Euro","615.36"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Athlone, Westmeath","Euro","653.1"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Castlepollard, Westmeath","Euro","547.98"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Kilbeggan, Westmeath","Euro","551.26"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Kinnegad, Westmeath","Euro","672.75"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Moate, Westmeath","Euro","552.34"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Mullingar, Westmeath","Euro","597.8"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Wexford","Euro","598.21"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Bunclody, Wexford","Euro","524.59"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Clonard, Wexford","Euro","681.82"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Enniscorthy, Wexford","Euro","545.2"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ferns, Wexford","Euro","547.64"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Ford, Wexford","Euro",""
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Gorey, Wexford","Euro","668.31"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Mulgannon, Wexford","Euro","643.1"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","New Ross, Wexford","Euro","529.22"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Rosslare, Wexford","Euro","606.07"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Wicklow","Euro","1014.65"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Wicklow Town","Euro","913.66"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Arklow, Wicklow","Euro","713.38"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Baltinglass, Wicklow","Euro","744.88"
"RTB Average Monthly Rent Report","2016H1","All bedrooms","All property types","Blessington, Wicklow","Euro","1032.49"
